assetNumber,remainingTermToMaturityNumber,reportingPeriodBeginningDate,originalLoanAmount,originalLoanTerm,originalInterestRatePercentage,reportingPeriodActualEndBalanceAmount
19640385,72,2019-02-01,19944.18,72,0.18,19928.53
19655588,72,2019-02-01,26825.27,72,0.1678,26757.99
19603224,59,2019-02-01,26054.29,60,0.1453,25487.89
19655601,72,2019-02-01,19394.76,72,0.18,19312.59
19655610,71,2019-02-01,24698,72,0.21,24555.54
19655612,72,2019-02-01,30755.32,72,0.1985,30755.32
19640565,72,2019-02-01,12658.77,72,0.2061,12658.77
19640593,47,2019-02-01,13479.24,48,0.2405,13123.29
19640625,71,2019-02-01,13466,72,0.2262,13466
19653683,71,2019-02-01,26369.85,72,0.18,26210.8
19640543,72,2019-02-01,24422.54,72,0.142,24369.78
19653642,71,2019-02-01,31305.31,72,0.1934,31005.43
19655583,72,2019-02-01,20194.66,72,0.1823,20161.62
19655591,75,2019-02-01,25127.37,75,0.18,25120.43
19655596,72,2019-02-01,19711.77,72,0.2339,19700.47
19624923,72,2019-02-01,12246.12,72,0.2235,12210.43
19624939,74,2019-02-01,18506.94,75,0.1363,18243.26
19655650,72,2019-02-01,36169.53,72,0.1541,36169.53
19655665,71,2019-02-01,35200,72,0.1566,32054.43
19653802,72,2019-02-01,23535.98,72,0.253,23535.98
19625040,71,2019-02-01,19057.5,72,0.2711,19057.5
19625019,71,2019-02-01,12436.5,72,0.2106,12173.66
19625048,71,2019-02-01,31699,72,0.18,31414.4
19625181,71,2019-02-01,24322.53,72,0.1664,24017.14
19653906,71,2019-02-01,11844.59,72,0.2326,11729.65
19625052,72,2019-02-01,6078,72,0.2499,6078
19625206,71,2019-02-01,25920.34,72,0.2112,25920.34
19655759,72,2019-02-01,17975.28,72,0.2021,17975.28
19655772,71,2019-02-01,34830,72,0.1696,34184.36
19640957,71,2019-02-01,20011.5,72,0.1687,19921.21
19625380,71,2019-02-01,14436.83,72,0.2688,14436.83
19625386,72,2019-02-01,15338,72,0.2311,15338
19655784,71,2019-02-01,37434.4,72,0.1563,36897.71
19640988,72,2019-02-01,9322.2,72,0.2436,9222.75
19655849,72,2019-02-01,20110.65,72,0.1532,20057.51
19641093,72,2019-02-01,20766,72,0.2522,20766
19654413,71,2019-02-01,17209.24,72,0.1667,16954.74
19625472,72,2019-02-01,12708.44,72,0.1442,12708.44
19654433,59,2019-02-01,14171.39,60,0.1794,13968.35
19655396,71,2019-02-01,18000,72,0.1913,18000
19655429,71,2019-02-01,16396.52,72,0.2499,16396.52
19654548,71,2019-02-01,33017.04,72,0.157,32458.05
19625468,71,2019-02-01,16318,72,0.2041,16318
19654568,71,2019-02-01,23615.77,72,0.18,23375.47
19604952,71,2019-02-01,30151.23,72,0.1245,29721.82
19641219,71,2019-02-01,14803.92,72,0.2061,14703.2
19625689,72,2019-02-01,22775.93,72,0.227,22618.08
19625684,71,2019-02-01,23900,72,0.18,23900
19626068,75,2019-02-01,34665.75,75,0.1786,34653.41
19653765,58,2019-02-01,23746.44,60,0.2136,23119.07
19624992,72,2019-02-01,23718.53,72,0.243,23718.53
19653918,71,2019-02-01,29971.93,72,0.2282,29542.04
19653919,72,2019-02-01,25723.97,72,0.1775,25424.01
19655710,72,2019-02-01,16086,72,0.2319,15983.25
19655712,60,2019-02-01,28215.46,60,0.1926,28144.43
19655723,74,2019-02-01,24500,75,0.2174,24500
19655711,71,2019-02-01,24892.18,72,0.18,24892.18
19625137,71,2019-02-01,24235,72,0.18,23819.48
19625148,72,2019-02-01,11732.95,72,0.2279,11732.95
19625135,47,2019-02-01,9931.43,48,0.2465,9620.74
19625136,71,2019-02-01,18014.45,72,0.18,17843.69
19640951,60,2019-02-01,23852.65,60,0.174,23852.65
19625367,71,2019-02-01,24479.85,72,0.18,24479.85
19655340,71,2019-02-01,14960.72,72,0.2499,14788.49
19654450,72,2019-02-01,19786.99,72,0.18,19786.99
19655355,72,2019-02-01,28144.44,72,0.1799,28136.67
19655341,75,2019-02-01,26592.22,75,0.18,26281.67
19625418,71,2019-02-01,18959.31,72,0.1865,18959.31
19641152,59,2019-02-01,11851,60,0.2195,11729.13
19655426,46,2019-02-01,6629.93,48,0.1446,6275.92
19654494,72,2019-02-01,23313,72,0.1865,22973.03
19654514,72,2019-02-01,20277.52,72,0.18,20277.52
19625655,71,2019-02-01,10253.77,72,0.2799,10238.11
19625599,74,2019-02-01,30312.41,75,0.1713,30085.89
19625680,71,2019-02-01,14322.07,72,0.2222,14078.82
19625693,71,2019-02-01,15208.3,72,0.24,14994.79
19641285,74,2019-02-01,43930.16,75,0.1499,43017.45
19626137,47,2019-02-01,12519,48,0.2085,12245.5
19654965,74,2019-02-01,24696.39,75,0.1631,24521.68
19654968,72,2019-02-01,16615.98,72,0.1429,16483.63
19655640,75,2019-02-01,29134,75,0.166,29086
19625098,70,2019-02-01,35829.61,72,0.1823,35504.39
19625113,71,2019-02-01,24429.06,72,0.2061,24081.29
19640904,71,2019-02-01,14546.31,72,0.2061,14315.44
19625129,71,2019-02-01,36246.6,72,0.18,35471.54
19653861,72,2019-02-01,14652.31,72,0.2439,14652.31
19640911,71,2019-02-01,28024,72,0.152,27686.48
19625229,71,2019-02-01,32045.58,72,0.1314,31586.55
19653878,72,2019-02-01,23007.85,72,0.2221,22755.89
19625106,71,2019-02-01,17446.7,72,0.18,17173.55
19655701,75,2019-02-01,24034.74,75,0.2341,24034.74
19653863,72,2019-02-01,33603,72,0.195,33584.25
19653888,72,2019-02-01,23039.5,72,0.2224,23039.5
19641035,71,2019-02-01,16509.78,72,0.2281,16425.41
19641036,71,2019-02-01,27505,72,0.1969,26994.4
19625385,70,2019-02-01,23107.53,72,0.2356,23040.01
19641102,71,2019-02-01,29319.21,72,0.1518,28979.14
19625345,71,2019-02-01,16915.41,72,0.2259,16838.68
19641009,71,2019-02-01,24142.52,72,0.1882,23204.12
19640982,71,2019-02-01,30880.36,72,0.1989,30880.36
19625515,59,2019-02-01,12975.98,60,0.2472,12975.98
19625531,72,2019-02-01,27234,72,0.1967,27234
19625534,72,2019-02-01,16390.71,72,0.1516,16346.84
19655425,59,2019-02-01,7512.73,60,0.2775,7256.09
19655439,72,2019-02-01,19979.08,72,0.2104,19887.25
19655442,72,2019-02-01,15562.51,72,0.2381,15562.51
19655449,35,2019-02-01,8514.12,36,0.1811,8211.64
19655464,71,2019-02-01,23178,72,0.18,22954.34
19625520,71,2019-02-01,24643.11,72,0.236,24643.11
19655042,71,2019-02-01,11874.01,72,0.1718,11747.08
19641127,71,2019-02-01,11651.8,72,0.18,11254.21
19625550,72,2019-02-01,15004.5,72,0.2063,15004.5
19626099,70,2019-02-01,12458.04,72,0.2288,12313.84
19654832,72,2019-02-01,35697.22,72,0.1631,35535.81
19641221,71,2019-02-01,21271.66,72,0.2153,21163.7
19654879,72,2019-02-01,16748.73,72,0.2381,16748.73
19655092,60,2019-02-01,23927.92,60,0.1574,23768.64
19654929,72,2019-02-01,23786,72,0.18,23720.42
19654991,72,2019-02-01,15362,72,0.235,15362
19641330,75,2019-02-01,25973.44,75,0.1795,25700.74
19641290,72,2019-02-01,23681.42,72,0.1603,23370.69
19641355,71,2019-02-01,18577.38,72,0.1678,18547.87
19654761,72,2019-02-01,21487,72,0.2368,21487
19654762,71,2019-02-01,31864,72,0.18,31825.43
19641553,72,2019-02-01,33505.45,72,0.1907,33118.89
19626356,71,2019-02-01,15824.92,72,0.1902,15668.29
19641569,72,2019-02-01,11855.38,72,0.18,11846.08
19641576,71,2019-02-01,9962.9,72,0.2119,9653.77
19626354,71,2019-02-01,18616,72,0.225,18494.69
19626362,72,2019-02-01,16322.25,72,0.21,16312.73
19654149,72,2019-02-01,16000,72,0.2343,16000
19654150,42,2019-02-01,7179.44,42,0.2564,7142.97
19659337,72,2019-02-01,21218.11,72,0.2484,21218.11
19654192,74,2019-02-01,36215,75,0.1253,35647.76
19641758,47,2019-02-01,10138.68,48,0.2569,9945.96
19641759,72,2019-02-01,25000,72,0.2051,9728.94
19659356,71,2019-02-01,13104.59,72,0.18,12945.11
19617650,47,2019-02-01,6585.5,48,0.1968,6478.43
19641873,74,2019-02-01,27905.89,75,0.1591,27642.69
19617707,24,2019-02-01,7280,24,0.2268,7095.38
19625896,71,2019-02-01,28439.41,72,0.1329,27541.91
19641940,71,2019-02-01,18069.23,72,0.18,17734.99
19625787,71,2019-02-01,21323.32,72,0.2499,21287.13
19659458,75,2019-02-01,24823,75,0.18,24791.72
19641952,71,2019-02-01,24222.41,72,0.2419,24133.27
19659628,72,2019-02-01,28249.83,72,0.2083,28249.83
19625915,71,2019-02-01,21001.14,72,0.1678,20768.02
19659641,72,2019-02-01,20376,72,0.2061,20376
19625951,72,2019-02-01,40199.28,72,0.1669,39184.4
19654905,71,2019-02-01,16200,72,0.18,16123.37
19626244,71,2019-02-01,17229.18,72,0.2345,17154.9
19641368,71,2019-02-01,22325.55,72,0.2177,22029.21
19626272,71,2019-02-01,31106.69,72,0.2061,30662.28
19604560,71,2019-02-01,25579.73,72,0.1662,25579.73
19641388,71,2019-02-01,21336,72,0.2133,21187.74
19641398,72,2019-02-01,21992.35,72,0.2438,21963.49
19604567,71,2019-02-01,23908.15,72,0.1739,23650.54
19654659,71,2019-02-01,40002.72,72,0.1472,39201.28
19626543,74,2019-02-01,25243.09,75,0.184,24918.84
19653948,72,2019-02-01,35843.33,72,0.1632,35482.81
19653970,71,2019-02-01,16055.9,72,0.24,15993.99
19654011,72,2019-02-01,15576.04,72,0.1871,15571.02
19641526,72,2019-02-01,23406.93,72,0.2139,23398.27
19654099,71,2019-02-01,26214.94,72,0.1823,25958.66
19654209,74,2019-02-01,31103.95,75,0.1543,30604.49
19654094,72,2019-02-01,18431.54,72,0.1943,18424.36
19654092,75,2019-02-01,27179.87,75,0.18,27179.87
19654219,47,2019-02-01,22207.24,48,0.1936,21515.92
19660928,72,2019-02-01,36790,72,0.18,36688.56
19617699,71,2019-02-01,18340.6,72,0.2239,18282.37
19659234,71,2019-02-01,30500.31,72,0.23,30116.53
19659286,71,2019-02-01,21149.35,72,0.1946,20721.93
19659293,72,2019-02-01,19361.95,72,0.18,19346.76
19641847,48,2019-02-01,12770.87,48,0.2469,12694.32
19659537,72,2019-02-01,17084.5,72,0.2201,17084.5
19659533,72,2019-02-01,21649,72,0.21,21649
19659401,71,2019-02-01,19430.23,72,0.2188,18983.44
19659676,72,2019-02-01,20661,72,0.2362,20661
19626031,71,2019-02-01,35486.93,72,0.1811,34827.5
19659575,72,2019-02-01,14694.09,72,0.1904,14692.45
19626003,71,2019-02-01,20674,72,0.18,20488.63
19654828,72,2019-02-01,16803.65,72,0.1529,16803.65
19626237,72,2019-02-01,13192.03,72,0.2185,13038.17
19654957,72,2019-02-01,18140.5,72,0.2082,17454.52
19604391,71,2019-02-01,12873.56,72,0.22,12810.53
19655000,72,2019-02-01,17790,72,0.1871,17790
19626243,72,2019-02-01,30344.52,72,0.1678,30296.31
19626262,72,2019-02-01,22648.85,72,0.2294,22648.85
19653947,72,2019-02-01,10423,72,0.1341,10355.85
19626498,59,2019-02-01,7873.35,60,0.2105,7748.37
19654077,47,2019-02-01,18889.75,48,0.199,18436.2
19641475,70,2019-02-01,27814.34,72,0.1957,27185.94
19654095,72,2019-02-01,17582.97,72,0.2263,17582.97
19641499,47,2019-02-01,12583.85,48,0.2326,12516.75
19654096,72,2019-02-01,28997.5,72,0.2266,28997.5
19654085,72,2019-02-01,19281.2,72,0.2213,19077.97
19660922,72,2019-02-01,20255.7,72,0.1823,20232.68
19641840,72,2019-02-01,16682.06,72,0.2205,16682.06
19659376,61,2019-02-01,5795.24,61,0.1931,5634.37
19659405,72,2019-02-01,18016.3,72,0.253,18016.3
19641843,72,2019-02-01,11594.81,72,0.1965,11476.59
19659396,72,2019-02-01,22650.4,72,0.2129,22650.4
19617694,71,2019-02-01,33417.07,72,0.1494,32925.85
19617700,71,2019-02-01,22666.75,72,0.241,22457.26
19617730,71,2019-02-01,17250,72,0.18,17103.53
19617744,71,2019-02-01,24075.55,72,0.1956,23864.13
19625837,71,2019-02-01,37978.47,72,0.1841,37380.4
19659496,72,2019-02-01,25065.63,72,0.2138,24690.39
19625847,35,2019-02-01,8229.89,36,0.2796,7923.77
19625870,47,2019-02-01,6373.11,48,0.2437,6326.07
19625871,72,2019-02-01,18492.4,72,0.2112,18492.4
19642055,71,2019-02-01,29499.84,72,0.18,29462.4
19642064,73,2019-02-01,39124.13,75,0.1531,37512.67
19659493,72,2019-02-01,12414.19,72,0.18,12160.97
19659508,71,2019-02-01,25365.23,72,0.1678,24972.2
19642046,72,2019-02-01,34885.41,72,0.1651,34871
19641979,72,2019-02-01,13689.33,72,0.2437,13689.33
19659589,72,2019-02-01,21975.25,72,0.2457,21975.25
19633236,71,2019-02-01,17110.8,72,0.2638,16911.06
19632331,71,2019-02-01,29575.87,72,0.2046,29575.87
19633259,71,2019-02-01,31011.57,72,0.1981,30563.35
19659839,74,2019-02-01,26536,75,0.21,26287.01
19659852,72,2019-02-01,16448,72,0.1838,16422.57
19660108,74,2019-02-01,39048.43,75,0.1423,38399.2
19660066,72,2019-02-01,22500.34,72,0.1687,22426.63
19660075,72,2019-02-01,17971.57,72,0.2,17901.92
19660249,60,2019-02-01,20637.25,60,0.1679,20637.25
19641693,71,2019-02-01,23028,72,0.2327,22870.33
19641695,71,2019-02-01,14557.48,72,0.2597,14534.3
19641697,71,2019-02-01,15970,72,0.2294,15970
19650189,71,2019-02-01,17984.5,72,0.2623,17749.83
19650214,35,2019-02-01,11257.34,36,0.2598,10937.52
19650237,71,2019-02-01,13185,72,0.2061,12997.13
19648934,71,2019-02-01,21511.01,72,0.2384,21439.3
19648935,72,2019-02-01,20904.5,72,0.2237,20904.5
19660359,72,2019-02-01,22492.2,72,0.2061,22156.9
19650182,60,2019-02-01,9737.46,60,0.2464,9737.46
19660380,73,2019-02-01,17073.97,72,0.1723,17073.97
19632439,72,2019-02-01,22104.2,72,0.2108,22104.2
19632338,59,2019-02-01,6909.29,60,0.1763,6759.38
19632391,71,2019-02-01,15274.63,72,0.2107,15274.63
19632392,75,2019-02-01,40873.35,75,0.169,40873.35
19632457,71,2019-02-01,19625.36,72,0.2029,19346.37
19632463,72,2019-02-01,18368.16,72,0.1904,18368.16
19660753,72,2019-02-01,15031.33,72,0.18,14814.2
19660859,72,2019-02-01,17428.25,72,0.1996,17428.25
19632400,74,2019-02-01,21488.37,75,0.2391,21438.49
19632236,75,2019-02-01,39248.39,75,0.147,38691.77
19642077,59,2019-02-01,11017.02,60,0.1497,10767.13
19642081,71,2019-02-01,15720.08,72,0.169,15570.39
19659770,72,2019-02-01,25945.13,72,0.18,25886.39
19642156,72,2019-02-01,24861.48,72,0.2012,24861.48
19632299,71,2019-02-01,19118.47,72,0.1629,18925.3
19632303,71,2019-02-01,27795.69,72,0.19,27218.28
19642184,75,2019-02-01,19897.5,75,0.2788,19897.5
19642172,71,2019-02-01,36136,72,0.2194,32177
19660013,72,2019-02-01,23734.86,72,0.1979,23734.86
19660031,72,2019-02-01,16362.02,72,0.1679,16362.02
19633318,71,2019-02-01,20306,72,0.1524,20002.93
19633345,71,2019-02-01,17525.63,72,0.2478,17525.63
19660131,71,2019-02-01,16774.1,72,0.2023,16652.15
19642212,59,2019-02-01,6357.04,60,0.2408,6219.89
19660137,74,2019-02-01,24304,75,0.2092,23910.67
19660310,72,2019-02-01,14667.48,72,0.1429,14613.93
19633464,75,2019-02-01,28820.25,75,0.18,28820.25
19633465,72,2019-02-01,15476.64,72,0.1829,15467.38
19650119,71,2019-02-01,29593.92,72,0.1826,28984.37
19640057,72,2019-02-01,16174.06,72,0.2265,15965.97
19650313,75,2019-02-01,28133.34,75,0.1428,27445.77
19650315,71,2019-02-01,14636,72,0.2082,14486.2
19650317,72,2019-02-01,21932.41,72,0.18,21932.41
19634321,72,2019-02-01,20141.9,72,0.1679,20128.36
19660268,72,2019-02-01,16536.52,72,0.1667,16322.05
19634548,36,2019-02-01,8303.73,36,0.1879,8205.19
19634560,71,2019-02-01,12590.85,72,0.1886,12530.83
19634578,71,2019-02-01,26699.14,72,0.2311,26527.66
19660369,72,2019-02-01,23790.64,72,0.18,23771.97
19660395,71,2019-02-01,15334,72,0.1808,15034.18
19632406,72,2019-02-01,20998.16,72,0.18,20998.16
19632429,71,2019-02-01,16682,72,0.1947,16445.65
19658699,71,2019-02-01,28762.23,72,0.1788,28592.33
19658724,71,2019-02-01,17074.64,72,0.1874,16916.86
19658726,72,2019-02-01,23941.22,72,0.18,23896.04
19658727,72,2019-02-01,29399.64,72,0.1755,29365.75
19658729,72,2019-02-01,18211.79,72,0.18,18211.79
19649076,72,2019-02-01,16585.2,72,0.2441,16585.2
19625875,71,2019-02-01,46790.86,72,0.1257,46099.6
19659487,71,2019-02-01,24672,72,0.2137,24310.78
19632210,71,2019-02-01,15733,72,0.2275,15676.07
19632196,71,2019-02-01,18899.16,72,0.2048,18899.16
19659754,75,2019-02-01,42698.77,75,0.158,42161.01
19659758,72,2019-02-01,18253.41,72,0.18,18230.09
19659930,71,2019-02-01,23732.01,72,0.2243,23537.05
19660007,72,2019-02-01,33323.75,72,0.1562,33230.66
19660012,72,2019-02-01,18500,72,0.18,18500
19660032,71,2019-02-01,10385.63,72,0.18,10367.23
19632255,71,2019-02-01,39118.77,72,0.18,38584.38
19632261,71,2019-02-01,22601.46,72,0.1674,22382.71
19659781,72,2019-02-01,17332.1,72,0.1929,17332.1
19633307,71,2019-02-01,21302.99,72,0.1871,21019.32
19633312,70,2019-02-01,12938.33,72,0.18,12571.35
19633453,74,2019-02-01,25696.14,75,0.2026,25669.55
19633466,47,2019-02-01,25978.22,48,0.212,25903.33
19650093,71,2019-02-01,9530.25,72,0.262,9384.26
19650104,72,2019-02-01,11633.86,72,0.1498,11633.86
19650094,74,2019-02-01,40425.34,75,0.1484,39782.16
19650101,71,2019-02-01,27946,72,0.1965,27314.93
19650112,72,2019-02-01,31572,72,0.2175,31430.47
19650106,75,2019-02-01,23626,75,0.18,23619.53
19660251,71,2019-02-01,20012.5,72,0.1741,19579
19633425,71,2019-02-01,38265.07,72,0.1752,37091.59
19633579,72,2019-02-01,23028.02,72,0.18,23028.02
19633667,47,2019-02-01,5318,48,0.21,5158.35
19634509,71,2019-02-01,33996.91,72,0.1893,33291.96
19648953,48,2019-02-01,12799.94,48,0.2169,12719.46
19634310,59,2019-02-01,16101,60,0.1954,15749.3
19634538,72,2019-02-01,24847,72,0.1379,24669.43
19634499,72,2019-02-01,29903.49,72,0.1679,29814.85
19634505,59,2019-02-01,16555.27,60,0.2258,16322.4
19634511,71,2019-02-01,17983.81,72,0.2381,17788.12
19634309,72,2019-02-01,17729.27,72,0.2457,17610.62
19634515,71,2019-02-01,18985.01,72,0.1994,18761.66
19634322,74,2019-02-01,47576.13,75,0.1675,47142.12
19634323,71,2019-02-01,20681.22,72,0.1795,20453.81
19634366,60,2019-02-01,21455,60,0.2141,21430.71
19648948,72,2019-02-01,38736.23,72,0.1741,38727.7
19648963,59,2019-02-01,23242.99,60,0.1591,22705.04
19634520,74,2019-02-01,32467.28,75,0.1783,32108.51
19659993,72,2019-02-01,33900.1,72,0.2344,33900.1
19660681,71,2019-02-01,19824,72,0.21,19686.68
19659969,72,2019-02-01,23285.27,72,0.1436,23285.27
19660871,71,2019-02-01,20821,72,0.1678,20601.26
19660879,60,2019-02-01,11484,60,0.2177,11480.07
19632394,59,2019-02-01,13266.18,60,0.2121,13100
19659004,71,2019-02-01,23863,72,0.1965,23495.74
19632386,59,2019-02-01,22446.42,60,0.158,22098.59
19632435,71,2019-02-01,18406,72,0.2435,18406
19632455,71,2019-02-01,23724,72,0.18,23533.75
19632462,71,2019-02-01,13617.49,72,0.2315,13546.91
19657758,72,2019-02-01,8805,72,0.2061,8743.12
19657785,72,2019-02-01,25797.7,72,0.1683,25781.31
19657802,71,2019-02-01,19340.4,72,0.18,19035.81
19657799,71,2019-02-01,30758.82,72,0.2003,30605.61
19657803,71,2019-02-01,23860.5,72,0.2248,23860.5
19657822,71,2019-02-01,20228.84,72,0.1805,19942.21
19657775,60,2019-02-01,10597.83,60,0.2468,10597.83
19658494,72,2019-02-01,25614,72,0.2271,25355.56
19658568,72,2019-02-01,21246.49,72,0.2065,21230.02
19657675,71,2019-02-01,21090.01,72,0.2757,21069.17
19658614,72,2019-02-01,24408.06,72,0.18,24408.06
19658547,71,2019-02-01,24559,72,0.18,24559
19658552,72,2019-02-01,28646.38,72,0.1748,28646.38
19658610,72,2019-02-01,31809,72,0.1953,31429.26
19658615,72,2019-02-01,27504.77,72,0.1679,27499.16
19658629,72,2019-02-01,30078.44,72,0.2387,30078.44
19658674,72,2019-02-01,17115.5,72,0.2186,17115.5
19659194,71,2019-02-01,26305.29,72,0.1726,26163.09
19659199,72,2019-02-01,18122.1,72,0.18,18107.88
19659200,72,2019-02-01,27045.23,72,0.18,27023.95
19659201,71,2019-02-01,32455.93,72,0.1754,31860.97
19659198,72,2019-02-01,23882,72,0.21,23881.82
19659205,71,2019-02-01,21911.27,72,0.1823,21911.27
19659213,72,2019-02-01,23394.19,72,0.1956,23394.19
19657584,72,2019-02-01,11705.18,72,0.2383,11705.18
19657591,71,2019-02-01,16252.74,72,0.2559,16060.39
19657575,72,2019-02-01,29209.54,72,0.1599,29209.54
19657559,71,2019-02-01,27791.63,72,0.2037,27312.7
19657582,71,2019-02-01,16415.86,72,0.171,16280.47
19657964,71,2019-02-01,21655.99,72,0.1823,21319.6
19657970,75,2019-02-01,24210.32,75,0.2197,23882.33
19657561,72,2019-02-01,16250.39,72,0.2475,16240.4
19657569,71,2019-02-01,18109.67,72,0.1805,17739.75
19657977,71,2019-02-01,18730.16,72,0.18,18730.16
19658363,71,2019-02-01,22872.41,72,0.18,22503.85
19658366,71,2019-02-01,25020.48,72,0.18,24988.51
19658398,71,2019-02-01,24404.16,72,0.1678,23859.93
19658250,71,2019-02-01,16898,72,0.2061,16794.6
19658244,72,2019-02-01,14292.09,72,0.1779,14244.04
19658941,71,2019-02-01,14669.88,72,0.24,14493.13
19658952,71,2019-02-01,34103.72,72,0.1709,33886.24
19658977,72,2019-02-01,22556,72,0.2061,22556
19658972,71,2019-02-01,15833.51,72,0.2573,15727.09
19658962,72,2019-02-01,21467.25,72,0.1529,20507.41
19658995,60,2019-02-01,13427.69,60,0.1718,13427.69
19658980,71,2019-02-01,14472.05,72,0.2358,13960.34
19659051,71,2019-02-01,15267.67,72,0.21,15267.67
19660635,72,2019-02-01,15174.72,72,0.2285,15174.72
19660641,72,2019-02-01,32165,72,0.2226,32165
19660629,71,2019-02-01,24703.35,72,0.1678,24300.37
19657892,72,2019-02-01,18774.9,72,0.2404,18774.9
19657893,75,2019-02-01,31554.69,75,0.2459,31398.4
19660663,72,2019-02-01,13901.21,72,0.18,13901.21
19657910,72,2019-02-01,20553,72,0.1718,20496.77
19657912,71,2019-02-01,22988,72,0.18,22672.58
19657921,72,2019-02-01,16833.36,72,0.2284,16833.36
19657927,72,2019-02-01,28139.83,72,0.18,28139.83
19657936,71,2019-02-01,32563.12,72,0.1619,32020.86
19657946,74,2019-02-01,26985,75,0.18,26589.8
19657928,72,2019-02-01,17888.14,72,0.2323,17887.91
19658240,72,2019-02-01,24897,72,0.21,24892.94
19658194,71,2019-02-01,17083,72,0.219,16849.55
19658894,72,2019-02-01,18055.24,72,0.2269,17820.43
19658897,71,2019-02-01,20431,72,0.2279,20269.31
19658890,71,2019-02-01,29325.71,72,0.2022,29094.9
19658905,71,2019-02-01,17741.38,72,0.2252,17741.38
19658916,71,2019-02-01,20995.05,72,0.22,20709.49
19658873,71,2019-02-01,23902.47,72,0.1661,23872.54
19658878,72,2019-02-01,15293,72,0.1679,15268.77
19658099,72,2019-02-01,14387.39,72,0.2381,14387.39
19658114,72,2019-02-01,36599,72,0.18,36339
19658107,72,2019-02-01,30398.18,72,0.1659,30398.18
19711842,71,2019-02-01,14800.89,72,0.2381,14754.32
19731626,47,2019-02-01,8984.39,48,0.233,8864.31
19665311,48,2019-02-01,11385.99,48,0.1679,11030.56
19665424,72,2019-02-01,20090,72,0.1629,20087.34
19665427,62,2019-02-01,12831.87,63,0.2212,12589.71
19665428,72,2019-02-01,28665,72,0.2546,28665
